Date,Station Id,Station Name,Precipitation Increment (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values,Relative Humidity (pct) Mean of Hourly Values,Solar Radiation/langley Total (langley),Precipitation Accumulation (in) Start of Day Values
2009-07-20,2057,AAMU-JTG,0.00,68,81,55,14.4,24.0,30.5,36.8,32.9,73,73,74,73,71,74,,46.7
2009-07-21,2057,AAMU-JTG,0.30,71,86,56,15.0,23.6,29.9,36.5,32.9,73,73,74,73,71,77,,46.7
2009-07-22,2057,AAMU-JTG,0.50,72,81,67,26.5,30.9,33.1,36.5,32.8,74,74,74,73,71,88,,47.0
2009-07-23,2057,AAMU-JTG,0.00,72,82,63,24.8,30.9,33.9,36.4,32.9,75,74,75,73,71,83,,47.5
2009-07-24,2057,AAMU-JTG,0.00,74,87,61,21.7,29.6,32.9,36.3,32.8,75,74,75,73,71,77,,47.5
2009-07-25,2057,AAMU-JTG,0.00,78,90,65,19.3,28.3,32.3,36.3,32.8,77,76,76,73,71,71,,47.5
2009-07-26,2057,AAMU-JTG,0.00,78,89,70,17.6,27.0,31.8,36.4,32.6,78,77,77,74,71,71,,47.5
2009-07-27,2057,AAMU-JTG,0.00,78,90,68,16.4,25.8,31.3,36.3,32.7,78,78,78,74,71,76,,47.5
2009-07-28,2057,AAMU-JTG,0.40,73,79,66,19.2,26.4,30.8,36.3,32.7,76,76,77,74,71,92,,47.5
2009-07-29,2057,AAMU-JTG,0.40,77,88,71,27.0,32.2,32.9,36.2,32.7,78,78,78,74,71,83,,47.9
2009-07-30,2057,AAMU-JTG,0.40,77,88,71,27.5,32.7,36.3,36.3,32.7,79,78,78,75,71,87,,48.3
2009-07-31,2057,AAMU-JTG,0.10,77,86,67,27.0,32.4,36.4,37.6,32.7,79,79,79,75,71,83,,48.7
2009-08-01,2057,AAMU-JTG,0.40,74,88,65,26.9,32.6,36.2,38.6,32.7,78,78,79,76,71,89,,48.8
2009-08-02,2057,AAMU-JTG,0.10,77,87,70,27.7,33.0,36.9,40.4,32.7,80,79,79,76,72,85,,49.2
2009-08-03,2057,AAMU-JTG,,,,,24.8,31.4,35.8,40.6,32.7,80,79,80,76,72,78,,49.3
2009-08-04,2057,AAMU-JTG,,80,93,68,21.8,30.0,35.0,40.3,32.7,81,80,80,76,72,76,,
2009-08-05,2057,AAMU-JTG,0.00,75,85,67,19.2,28.5,34.4,40.0,32.8,80,80,80,77,72,81,,49.3
2009-08-06,2057,AAMU-JTG,0.00,75,88,65,17.1,26.8,33.7,39.7,32.7,80,79,80,77,72,82,,49.3
2009-08-07,2057,AAMU-JTG,0.00,77,91,65,15.3,25.0,32.9,39.5,32.7,79,79,80,77,72,77,,49.3
2009-08-08,2057,AAMU-JTG,0.00,80,94,67,13.9,23.3,32.1,39.2,32.8,80,79,80,77,73,74,,49.3
2009-08-09,2057,AAMU-JTG,0.00,82,93,72,12.9,21.8,31.2,39.0,32.8,81,80,80,77,73,74,,49.3
2009-08-10,2057,AAMU-JTG,0.00,81,92,72,12.3,20.7,30.5,38.8,32.7,81,80,81,77,73,79,,49.3
2009-08-11,2057,AAMU-JTG,0.10,78,90,70,12.7,19.9,29.7,38.6,32.7,80,80,80,77,73,83,,49.3
2009-08-12,2057,AAMU-JTG,0.00,75,86,69,14.3,19.6,29.1,38.3,32.8,79,79,80,77,73,82,,49.4
2009-08-13,2057,AAMU-JTG,0.00,76,89,66,12.7,19.4,28.6,38.0,32.8,79,79,79,77,73,76,,49.4
2009-08-14,2057,AAMU-JTG,0.00,78,92,68,11.7,18.8,27.9,37.6,32.8,79,79,79,77,73,75,,49.4
2009-08-15,2057,AAMU-JTG,0.00,81,92,69,11.1,18.0,27.2,37.2,32.8,80,79,80,77,73,67,,49.4
2009-08-16,2057,AAMU-JTG,0.00,80,90,72,10.7,17.5,26.7,36.8,32.8,80,79,79,77,73,71,,49.4
2009-08-17,2057,AAMU-JTG,0.10,77,87,69,10.4,17.0,26.2,36.4,32.7,79,79,79,77,73,78,,49.4
2009-08-18,2057,AAMU-JTG,0.50,76,84,72,16.7,20.6,25.9,36.2,32.7,78,78,79,77,73,88,,49.5
2009-08-19,2057,AAMU-JTG,0.20,78,90,69,21.2,23.0,26.1,36.0,32.7,79,79,79,76,73,86,,50.0
2009-08-20,2057,AAMU-JTG,0.20,76,87,69,23.5,24.9,26.3,35.9,32.7,79,79,79,76,73,87,,50.2
2009-08-21,2057,AAMU-JTG,0.10,75,83,70,26.1,27.9,26.4,35.8,32.7,78,78,79,76,73,88,,50.4
2009-08-22,2057,AAMU-JTG,0.00,72,79,62,24.9,26.1,26.6,35.6,32.6,78,78,78,76,73,72,,50.5
2009-08-23,2057,AAMU-JTG,0.00,66,76,58,22.0,24.2,26.6,35.4,32.7,75,75,76,76,73,77,,50.5
2009-08-24,2057,AAMU-JTG,0.00,70,84,57,19.2,22.9,26.6,35.2,32.7,75,74,75,75,73,76,,50.5
2009-08-25,2057,AAMU-JTG,0.00,75,89,64,16.7,21.4,26.6,35.0,32.6,76,76,76,75,73,72,,50.5
2009-08-26,2057,AAMU-JTG,0.00,77,91,65,14.6,20.2,26.4,34.8,32.6,76,76,77,75,73,70,,50.5
2009-08-27,2057,AAMU-JTG,0.10,75,88,67,13.3,19.3,26.3,34.6,32.5,76,76,77,75,73,81,,50.5
2009-08-28,2057,AAMU-JTG,0.20,72,78,68,15.8,19.2,26.2,34.5,32.5,76,76,77,75,73,91,,50.6
2009-08-29,2057,AAMU-JTG,0.00,74,86,65,17.9,20.0,26.2,34.4,32.5,76,76,76,75,73,84,,50.8
2009-08-30,2057,AAMU-JTG,0.00,71,78,64,16.7,19.9,26.2,34.4,32.4,75,75,76,75,73,78,,50.8
2009-08-31,2057,AAMU-JTG,0.00,70,82,60,15.1,19.4,26.1,34.2,32.5,74,74,75,74,72,65,,50.8
2009-09-01,2057,AAMU-JTG,0.00,70,79,60,13.4,18.9,25.9,33.9,32.3,73,73,74,74,72,75,,50.8
2009-09-02,2057,AAMU-JTG,0.20,71,82,64,12.8,18.6,25.9,33.9,32.3,74,74,75,74,72,81,,50.8
2009-09-03,2057,AAMU-JTG,0.00,69,82,60,12.6,18.4,25.9,33.7,32.3,73,73,74,73,72,79,,51.0
2009-09-04,2057,AAMU-JTG,0.00,70,86,58,12.0,17.8,25.7,33.5,32.3,73,73,74,73,72,77,,51.0
2009-09-05,2057,AAMU-JTG,0.00,70,78,61,11.4,17.2,25.5,33.4,32.3,73,73,74,73,72,86,,51.0
2009-09-06,2057,AAMU-JTG,0.00,72,82,66,11.2,17.0,25.4,33.3,32.2,73,73,74,73,72,87,,51.0
2009-09-07,2057,AAMU-JTG,0.50,74,88,64,13.8,18.8,25.3,33.2,32.1,74,74,74,73,72,80,,51.0
2009-09-08,2057,AAMU-JTG,1.30,71,87,63,26.0,27.3,29.0,34.2,32.1,73,73,74,73,72,89,,51.5
2009-09-09,2057,AAMU-JTG,0.40,71,86,61,28.9,30.0,35.7,38.7,32.1,72,72,73,72,71,91,,52.8
2009-09-10,2057,AAMU-JTG,0.00,72,82,64,27.6,29.7,35.7,40.1,32.0,74,73,74,72,71,85,,53.2
2009-09-11,2057,AAMU-JTG,0.00,72,81,64,25.9,29.1,34.9,40.0,32.0,74,74,75,73,71,84,,53.2
2009-09-12,2057,AAMU-JTG,0.00,73,85,63,24.8,28.5,34.5,39.8,32.0,75,74,75,73,71,83,,53.2
2009-09-13,2057,AAMU-JTG,0.00,73,82,64,23.4,29.0,34.2,39.7,32.0,75,75,75,73,71,83,,53.2
2009-09-14,2057,AAMU-JTG,0.50,74,81,68,28.7,31.8,35.8,39.7,32.0,75,75,75,73,71,88,,53.2
2009-09-15,2057,AAMU-JTG,0.00,76,85,71,28.9,31.9,36.0,40.4,32.1,75,75,76,73,71,85,,53.7
2009-09-16,2057,AAMU-JTG,0.10,74,83,71,29.5,31.6,35.5,40.5,32.1,76,75,76,74,71,86,,53.7
2009-09-17,2057,AAMU-JTG,0.30,72,78,67,30.5,32.9,36.2,40.5,32.1,75,75,76,74,72,89,,53.8
2009-09-18,2057,AAMU-JTG,0.00,74,83,70,29.8,33.0,36.4,41.1,32.1,75,75,75,74,72,85,,54.1
2009-09-19,2057,AAMU-JTG,0.50,72,77,69,32.2,34.5,37.2,41.6,38.0,75,75,75,74,72,93,,54.1
2009-09-20,2057,AAMU-JTG,0.50,75,85,70,33.4,35.0,37.4,41.8,50.5,76,76,76,74,72,89,,54.6
2009-09-21,2057,AAMU-JTG,0.00,74,78,71,32.4,34.5,37.2,41.9,54.2,75,75,76,74,72,90,,55.1
2009-09-22,2057,AAMU-JTG,0.00,75,83,71,30.4,33.4,36.2,41.6,49.2,75,75,76,74,72,86,,55.1
2009-09-23,2057,AAMU-JTG,0.80,73,78,69,32.9,34.7,37.4,42.0,50.3,75,75,76,74,72,92,,55.1
2009-09-24,2057,AAMU-JTG,0.30,76,88,68,31.6,33.8,36.7,41.8,45.5,77,76,76,74,72,89,,55.9
2009-09-25,2057,AAMU-JTG,0.00,77,90,70,33.2,34.3,37.3,42.2,51.2,78,78,78,74,72,88,,56.2
2009-09-26,2057,AAMU-JTG,1.70,70,75,67,36.0,35.6,37.7,42.5,50.3,75,75,76,75,72,98,,56.2
2009-09-27,2057,AAMU-JTG,0.00,68,78,61,34.9,35.2,37.3,42.3,47.9,74,74,75,74,72,82,,57.9
2009-09-28,2057,AAMU-JTG,0.00,70,76,60,31.6,34.0,36.1,41.9,42.6,73,73,74,74,72,59,,57.9
2009-09-29,2057,AAMU-JTG,0.00,60,71,49,28.9,33.2,35.5,41.7,41.0,69,69,72,73,72,61,,57.9
2009-09-30,2057,AAMU-JTG,0.00,57,73,45,26.0,32.3,35.0,41.4,40.4,67,68,70,72,72,82,,57.9
2009-10-01,2057,AAMU-JTG,0.00,64,78,49,24.3,31.3,34.5,41.2,40.0,68,68,70,71,72,71,,0.0
2009-10-02,2057,AAMU-JTG,0.20,64,76,51,28.3,30.8,34.2,41.0,39.7,69,69,70,71,71,76,,0.0
2009-10-03,2057,AAMU-JTG,0.00,60,75,45,27.6,31.0,33.8,40.9,39.3,66,66,68,70,71,70,,0.2
2009-10-04,2057,AAMU-JTG,1.00,56,65,51,28.2,32.1,34.1,40.8,39.1,64,65,67,69,71,89,,0.2
2009-10-05,2057,AAMU-JTG,0.00,60,64,53,35.8,36.3,36.7,41.8,47.9,63,63,65,68,70,90,,1.2
2009-10-06,2057,AAMU-JTG,0.80,67,72,61,35.0,35.8,35.8,41.4,41.0,67,66,67,68,70,95,,1.2
2009-10-07,2057,AAMU-JTG,0.40,64,73,53,36.5,37.0,37.2,42.1,44.8,69,69,69,68,69,79,,2.0
2009-10-08,2057,AAMU-JTG,0.00,69,82,52,32.6,35.3,35.9,41.6,40.4,68,67,69,68,69,83,,2.4
2009-10-09,2057,AAMU-JTG,0.30,74,87,63,33.4,35.7,36.1,41.5,40.0,72,71,71,69,69,86,,2.4
2009-10-10,2057,AAMU-JTG,0.10,58,64,55,36.6,37.0,37.1,41.8,41.0,68,68,70,70,69,94,,2.7
2009-10-11,2057,AAMU-JTG,0.00,59,69,53,34.2,35.9,36.2,41.8,42.7,66,66,68,69,69,87,,2.8
2009-10-12,2057,AAMU-JTG,0.50,62,67,55,37.3,37.7,37.3,42.0,46.5,66,66,67,68,69,96,,2.8
2009-10-13,2057,AAMU-JTG,0.80,65,73,62,37.1,37.2,37.1,42.0,44.6,67,67,68,68,69,89,,3.3
2009-10-14,2057,AAMU-JTG,0.10,66,72,63,38.3,37.9,38.1,42.3,47.0,68,68,69,68,69,95,,4.1
2009-10-15,2057,AAMU-JTG,0.40,64,74,52,37.6,37.6,37.6,42.2,45.0,69,68,69,68,69,92,,4.2
2009-10-16,2057,AAMU-JTG,0.00,49,52,44,35.4,36.5,36.5,41.9,41.0,63,63,66,68,69,87,,4.6
2009-10-17,2057,AAMU-JTG,0.00,44,48,40,34.1,36.1,35.8,41.4,39.9,58,59,62,67,69,82,,4.6
2009-10-18,2057,AAMU-JTG,0.00,42,55,32,32.9,35.7,35.3,41.1,39.7,55,56,59,65,68,76,,4.6
2009-10-19,2057,AAMU-JTG,0.00,46,66,31,31.2,35.1,35.0,41.0,39.5,55,55,58,63,67,82,,4.6
2009-10-20,2057,AAMU-JTG,0.00,50,71,34,29.8,34.5,34.8,40.8,39.3,55,56,58,62,67,81,,4.6
2009-10-21,2057,AAMU-JTG,0.00,56,73,41,28.4,33.8,34.5,40.7,39.1,57,57,59,62,66,79,,4.6
2009-10-22,2057,AAMU-JTG,0.00,67,75,60,26.8,32.9,34.5,40.6,39.0,61,61,61,62,66,68,,4.6
2009-10-23,2057,AAMU-JTG,0.10,67,77,54,26.5,32.2,34.3,40.7,38.9,64,64,64,63,65,79,,4.6
2009-10-24,2057,AAMU-JTG,0.00,49,58,38,26.5,32.1,33.9,40.7,38.8,60,61,63,64,65,83,,4.7
2009-10-25,2057,AAMU-JTG,0.00,49,71,35,25.5,32.0,33.5,40.5,38.6,56,57,59,63,65,76,,4.7
2009-10-26,2057,AAMU-JTG,0.00,55,68,40,24.3,31.3,33.2,40.3,38.5,57,57,59,62,65,82,,4.7
2009-10-27,2057,AAMU-JTG,0.40,57,60,54,30.3,33.8,33.1,40.3,38.4,59,58,60,62,65,92,,4.7
2009-10-28,2057,AAMU-JTG,0.00,57,72,49,34.6,36.4,33.5,40.2,38.3,60,60,61,62,64,89,,5.1
2009-10-29,2057,AAMU-JTG,,,,,35.0,36.6,33.8,40.2,38.1,59,58,60,62,64,83,,5.1
2009-10-30,2057,AAMU-JTG,,67,71,58,34.8,36.7,34.6,40.2,38.1,63,62,62,62,64,82,,
2009-10-31,2057,AAMU-JTG,0.30,50,59,40,37.7,38.4,37.7,41.6,47.3,60,61,62,62,64,89,,5.8
2009-11-01,2057,AAMU-JTG,0.00,48,61,38,34.2,36.4,36.0,41.1,41.0,55,56,58,62,64,76,,6.1
2009-11-02,2057,AAMU-JTG,0.00,51,69,37,32.3,35.9,35.5,40.9,40.0,54,55,57,60,64,76,,6.1
2009-11-03,2057,AAMU-JTG,0.00,52,66,40,30.3,35.4,35.1,40.7,39.5,54,55,57,60,63,69,,6.1
2009-11-04,2057,AAMU-JTG,0.00,54,70,35,28.4,34.8,34.8,40.6,39.1,54,54,56,59,63,72,,6.1
2009-11-05,2057,AAMU-JTG,0.00,51,64,38,26.7,34.1,34.5,40.5,38.8,54,54,56,59,63,61,,6.1
2009-11-06,2057,AAMU-JTG,0.00,50,71,33,25.2,33.3,34.2,40.4,38.7,52,52,55,58,62,65,,6.1
2009-11-07,2057,AAMU-JTG,0.00,54,76,39,24.0,32.4,33.9,40.3,38.6,53,53,55,58,62,60,,6.1
2009-11-08,2057,AAMU-JTG,0.00,56,77,40,22.9,31.5,33.6,40.3,38.4,53,53,55,57,62,74,,6.1
2009-11-09,2057,AAMU-JTG,0.00,63,71,53,22.1,30.8,33.4,40.2,38.3,56,56,57,58,61,69,,6.1
2009-11-10,2057,AAMU-JTG,1.50,57,61,55,33.3,36.1,35.8,41.0,43.9,57,57,58,58,61,95,,6.1
2009-11-11,2057,AAMU-JTG,0.00,56,63,47,34.7,36.5,36.2,41.1,42.2,56,56,58,58,61,72,,7.6
2009-11-12,2057,AAMU-JTG,0.00,50,63,39,32.4,35.5,35.4,40.9,40.0,53,54,56,58,61,64,,7.6
2009-11-13,2057,AAMU-JTG,0.00,52,72,35,30.2,35.0,34.9,40.6,39.4,53,53,55,57,61,75,,7.6
2009-11-14,2057,AAMU-JTG,0.00,53,71,38,28.6,34.5,34.7,40.5,39.0,53,53,55,57,60,76,,7.6
2009-11-15,2057,AAMU-JTG,0.00,54,74,40,26.4,34.0,34.5,40.4,38.7,53,53,55,57,60,76,,7.6
2009-11-16,2057,AAMU-JTG,0.00,56,71,38,25.3,33.4,34.3,40.3,38.6,52,52,54,56,60,78,,7.6
2009-11-17,2057,AAMU-JTG,0.10,49,61,43,28.1,33.0,34.1,40.3,38.5,55,55,56,57,60,84,,7.6
2009-11-18,2057,AAMU-JTG,0.00,45,49,42,29.2,33.2,33.9,40.2,38.3,53,53,55,57,60,73,,7.7
2009-11-19,2057,AAMU-JTG,0.00,48,60,37,28.9,33.1,33.7,40.2,38.2,52,52,54,56,60,76,,7.7
2009-11-20,2057,AAMU-JTG,,,,,27.7,32.8,33.4,40.1,38.1,50,50,53,56,59,78,,7.7
2009-11-21,2057,AAMU-JTG,,52,66,40,26.9,32.4,33.3,40.0,38.1,51,51,53,55,59,75,,
2009-11-22,2057,AAMU-JTG,0.30,50,55,48,33.3,34.9,33.2,39.9,37.9,52,52,54,55,59,84,,7.7
2009-11-23,2057,AAMU-JTG,0.00,51,54,49,36.2,36.1,33.5,40.0,37.7,53,52,54,55,59,88,,8.0
2009-11-24,2057,AAMU-JTG,0.00,54,61,47,35.4,35.7,33.6,39.9,37.6,54,54,55,55,59,83,,8.0
2009-11-25,2057,AAMU-JTG,0.00,51,60,42,33.8,35.2,33.7,39.8,37.6,53,53,55,56,58,70,,8.0
2009-11-26,2057,AAMU-JTG,0.00,43,50,33,32.0,34.8,33.5,39.8,37.5,49,50,52,55,58,64,,8.0
2009-11-27,2057,AAMU-JTG,0.00,41,53,31,30.8,34.4,33.3,39.6,37.5,47,48,50,54,58,71,,8.0
2009-11-28,2057,AAMU-JTG,0.00,48,68,29,30.1,34.0,33.3,39.5,37.4,47,47,50,53,58,72,,8.0
2009-11-29,2057,AAMU-JTG,0.10,53,63,42,29.7,33.5,33.3,39.5,37.3,50,50,51,53,58,74,,8.0
2009-11-30,2057,AAMU-JTG,0.70,46,58,30,38.1,37.6,36.6,40.4,42.0,51,51,53,54,57,90,,8.1
2009-12-01,2057,AAMU-JTG,,,,,37.2,36.9,36.1,40.6,46.3,46,47,50,53,57,77,,8.8
2009-12-02,2057,AAMU-JTG,,,,,40.4,39.1,37.2,41.3,46.4,49,49,50,52,57,92,,
2009-12-03,2057,AAMU-JTG,,,,,38.8,38.0,36.7,40.8,44.1,49,49,51,53,56,83,,
2009-12-04,2057,AAMU-JTG,,,,,37.5,36.9,35.9,40.5,39.4,46,46,48,52,56,,,
2009-12-05,2057,AAMU-JTG,,,,,,,,,39.1,,,,,56,97,,
2009-12-06,2057,AAMU-JTG,,,,,36.6,36.2,34.8,39.9,,41,41,44,50,,52,,
2009-12-07,2057,AAMU-JTG,,,,,37.0,36.0,34.8,39.8,38.2,44,44,46,49,55,,,
2009-12-08,2057,AAMU-JTG,,,,,,,,,38.4,,,,,55,95,,
2009-12-09,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-10,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-11,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-12,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-13,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-14,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-15,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-16,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-17,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-18,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-19,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-20,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-21,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-22,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-23,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-24,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-25,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-26,2057,AAMU-JTG,,35,49,25,41.7,38.0,36.2,40.2,40.2,40,40,43,47,51,62,,
2009-12-27,2057,AAMU-JTG,0.00,40,48,31,40.7,37.4,35.7,40.0,39.1,39,40,42,46,51,59,,15.9
2009-12-28,2057,AAMU-JTG,,,,,39.7,37.0,35.4,39.8,38.4,39,39,42,45,50,61,,15.9
2009-12-29,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-30,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2009-12-31,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-01,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-02,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-03,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-04,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-05,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-06,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-07,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-08,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-09,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-10,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-11,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-12,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-13,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-14,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-15,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-16,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-17,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-18,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-19,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-20,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-21,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-22,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-23,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-24,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-25,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-26,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-27,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-28,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-29,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-30,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-01-31,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-02-01,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-02-02,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-02-03,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-02-04,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-02-05,2057,AAMU-JTG,,43,46,40,45.5,41.9,38.1,41.0,46.7,42,42,43,42,45,98,,
2010-02-06,2057,AAMU-JTG,0.00,35,41,31,42.3,40.7,37.6,40.4,45.3,40,41,42,43,45,86,,22.8
2010-02-07,2057,AAMU-JTG,0.00,31,33,30,40.0,39.1,36.5,40.0,40.5,38,38,40,42,45,83,,22.8
2010-02-08,2057,AAMU-JTG,0.20,33,38,30,41.8,39.7,36.5,39.8,39.1,38,38,40,42,45,92,,22.8
2010-02-09,2057,AAMU-JTG,0.30,36,44,23,45.2,41.6,37.7,40.5,43.4,39,39,40,42,45,85,,23.0
2010-02-10,2057,AAMU-JTG,0.00,28,35,24,41.7,39.6,36.7,40.0,41.9,36,36,38,41,45,69,,23.3
2010-02-11,2057,AAMU-JTG,0.00,30,38,23,40.0,38.6,36.1,39.7,39.2,36,36,38,40,44,69,,23.3
2010-02-12,2057,AAMU-JTG,0.00,31,35,27,39.6,38.2,35.8,39.5,38.7,36,36,38,40,44,67,,23.3
2010-02-13,2057,AAMU-JTG,0.00,33,42,27,38.6,37.9,35.5,39.4,38.1,36,36,38,40,44,63,,23.3
2010-02-14,2057,AAMU-JTG,0.20,36,43,29,40.5,38.0,35.4,39.3,37.8,37,36,38,40,44,90,,23.3
2010-02-15,2057,AAMU-JTG,0.20,27,38,22,44.5,41.4,37.3,39.7,38.5,37,37,39,40,44,83,,23.5
2010-02-16,2057,AAMU-JTG,0.00,26,30,21,42.8,39.9,36.7,39.9,43.1,36,36,38,40,44,75,,23.7
2010-02-17,2057,AAMU-JTG,0.00,33,42,27,42.4,39.2,36.2,39.6,40.0,37,37,38,40,44,63,,23.7
2010-02-18,2057,AAMU-JTG,0.00,37,51,24,41.1,38.4,35.9,39.5,38.9,37,37,39,40,43,63,,23.7
2010-02-19,2057,AAMU-JTG,0.00,39,56,26,39.8,37.8,35.7,39.4,38.2,38,38,39,40,43,58,,23.7
2010-02-20,2057,AAMU-JTG,0.00,44,63,26,39.0,37.3,35.5,39.3,37.8,39,39,40,40,43,54,,23.7
2010-02-21,2057,AAMU-JTG,0.50,52,68,31,37.6,36.7,35.3,39.3,37.7,42,41,42,41,43,51,,23.7
2010-02-22,2057,AAMU-JTG,0.00,49,55,41,44.5,40.6,38.1,40.4,47.5,45,45,45,42,43,92,,24.2
2010-02-23,2057,AAMU-JTG,0.00,36,41,30,42.5,39.2,36.6,40.0,41.6,42,42,44,43,44,87,,24.2
2010-02-24,2057,AAMU-JTG,,,,,41.2,38.5,36.0,39.8,39.2,40,40,42,42,44,68,,24.2
2010-02-25,2057,AAMU-JTG,,29,41,22,40.2,37.8,35.6,39.6,38.5,38,38,40,42,44,62,,
2010-02-26,2057,AAMU-JTG,0.00,34,46,22,38.9,37.4,35.4,39.5,38.1,38,38,40,41,44,58,,24.2
2010-02-27,2057,AAMU-JTG,0.00,39,50,28,37.4,37.0,35.2,39.3,37.9,37,37,39,41,44,46,,24.2
2010-02-28,2057,AAMU-JTG,0.00,40,53,31,36.7,36.5,35.0,39.3,37.6,40,39,40,41,44,54,,24.2
2010-03-01,2057,AAMU-JTG,0.00,38,46,28,35.2,35.9,34.9,39.3,37.4,40,40,41,41,44,73,,24.2
2010-03-02,2057,AAMU-JTG,0.20,36,39,32,35.9,36.0,34.8,39.3,37.4,39,39,41,41,44,89,,24.2
2010-03-03,2057,AAMU-JTG,0.00,35,37,32,41.5,39.8,35.7,39.3,37.3,38,38,40,41,44,78,,24.4
2010-03-04,2057,AAMU-JTG,,,,,40.6,38.7,35.5,39.2,37.2,38,38,39,41,44,83,,24.4
2010-03-05,2057,AAMU-JTG,,,,,39.3,37.9,35.3,39.2,37.1,40,40,40,41,44,31,,
2010-03-06,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-03-07,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-03-08,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-03-09,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-03-10,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-03-11,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-03-12,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
2010-03-13,2057,AAMU-JTG,,,,,,,,,,,,,,,,,
